,Số báo danh,Toán,Văn,Lý,Hóa,Sinh,Sử,Địa,Giáo dục công dân,Ngoại ngữ,Mã môn ngoại ngữ,Tên ngoại ngữ
360,64000362,4.8,,,,,8.5,7.25,8.5,3.6,N1,Tiếng Anh
361,64000363,4.4,6.25,,,,,5.25,7.75,5.2,N1,Tiếng Anh
362,64000364,8.4,6.25,8.25,8.25,,,,,6.2,N1,Tiếng Anh
363,64000365,5.2,6.75,,,,,5.25,8.5,4.4,N1,Tiếng Anh
364,64000366,4.2,6.25,,,,4.5,5.5,,,N1,Tiếng Anh
365,64000367,4.8,,,,,4.75,4.75,8.25,,N1,Tiếng Anh
366,64000368,,8.75,,,,7.75,6.75,9.25,4.6,N1,Tiếng Anh
367,64000369,7.6,7.25,,,,7.75,7.75,10.0,,N1,Tiếng Anh
368,64000370,7.4,,,,7.25,,,,4.4,N1,Tiếng Anh
369,64000371,8.6,8.75,,,,9.5,8.5,9.5,7.6,N1,Tiếng Anh
370,64000372,4.4,7.5,,,,6.5,5.5,8.5,5.4,N1,Tiếng Anh
371,64000373,2.8,,,,,4.5,4.25,8.75,,N1,Tiếng Anh
372,64000374,3.8,,,,,5.25,5.25,8.5,6.8,N1,Tiếng Anh
373,64000375,3.6,7.25,,,,6.75,6.75,,,N1,Tiếng Anh
374,64000376,3.6,,,,,3.75,5.75,6.5,1.8,N1,Tiếng Anh
375,64000377,4.2,,,,,,5.25,7.25,2.6,N1,Tiếng Anh
376,64000378,,8.75,,,,8.75,6.75,,5.4,N1,Tiếng Anh
377,64000379,5.4,6.75,,,,7.75,,6.5,3.6,N1,Tiếng Anh
378,64000380,6.2,,,,,7.5,7.25,8.25,5.6,N1,Tiếng Anh
379,64000381,,6.5,,,,4.75,5.25,,3.4,N1,Tiếng Anh
380,64000382,5.4,,,,,,,,3.6,N1,Tiếng Anh
381,64000383,5.6,7.5,,,,5.75,6.5,8.5,4.2,N1,Tiếng Anh
382,64000384,6.4,,,7.5,,,,,3.6,N1,Tiếng Anh
383,64000385,4.2,5.75,,,,,4.75,7.25,2.2,N1,Tiếng Anh
384,64000386,5.4,6.5,,,,6.75,5.75,7.75,3.8,N1,Tiếng Anh
385,64000387,,7.25,4.75,,,,,,,N1,Tiếng Anh
386,64000388,5.4,6.75,,,,,,8.25,3.8,N1,Tiếng Anh
387,64000389,7.4,6.75,7.25,6.25,,,,,3.8,N1,Tiếng Anh
388,64000390,5.2,,,,,,5.75,7.75,3.2,N1,Tiếng Anh
389,64000391,4.2,,,,,,5.25,7.25,3.6,N1,Tiếng Anh
390,64000392,7.6,,,,,,6.25,8.25,7.4,N1,Tiếng Anh
391,64000393,,7.25,,,,3.75,3.75,7.25,2.8,N1,Tiếng Anh
392,64000394,6.4,,,,,4.75,,6.25,4.8,N1,Tiếng Anh
393,64000395,5.2,6.5,,,,,,8.5,3.8,N1,Tiếng Anh
394,64000396,4.2,5.75,,,,,4.75,5.75,2.6,N1,Tiếng Anh
395,64000397,4.8,5.5,,,,,,,2.4,N1,Tiếng Anh
396,64000398,5.6,5.75,,,,,5.5,7.75,4.6,N1,Tiếng Anh
397,64000399,4.4,6.5,,,,,,6.5,4.2,N1,Tiếng Anh
398,64000400,6.6,,,6.75,5.25,,,,5.2,N1,Tiếng Anh
399,64000401,5.8,6.25,4.75,6.25,5.5,,,,4.4,N1,Tiếng Anh
400,64000402,,6.25,,,,5.25,,7.5,4.4,N1,Tiếng Anh
401,64000403,5.4,7.5,,,,,,,3.6,N1,Tiếng Anh
402,64000404,6.8,7.75,,,,9.25,5.75,,,N1,Tiếng Anh
403,64000405,,8.75,,,,8.25,,8.5,6.8,N1,Tiếng Anh
404,64000406,5.8,6.75,,,,7.75,5.75,9.25,4.4,N1,Tiếng Anh
405,64000407,7.4,7.75,8.25,7.75,5.5,,,,6.4,N1,Tiếng Anh
406,64000408,6.6,7.5,,,,6.5,5.5,7.5,4.4,N1,Tiếng Anh
407,64000409,4.2,,,,,5.75,5.25,7.75,,N1,Tiếng Anh
408,64000410,4.2,6.75,,,,6.25,4.75,,3.2,N1,Tiếng Anh
409,64000411,4.2,5.25,,,,,4.75,7.75,3.8,N1,Tiếng Anh
410,64000412,8.2,6.75,8.5,6.25,7.75,,,,8.2,N1,Tiếng Anh
411,64000413,,5.5,,,,,6.5,8.25,5.4,N1,Tiếng Anh
412,64000414,4.4,6.75,,,,5.75,5.5,8.5,2.6,N1,Tiếng Anh
413,64000415,7.6,8.5,8.25,8.5,8.5,,,,4.2,N1,Tiếng Anh
414,64000416,6.8,,,,,,,9.75,8.2,N1,Tiếng Anh
415,64000417,7.2,,,,,,7.75,9.75,8.4,N1,Tiếng Anh
416,64000418,7.2,6.75,,,,6.5,4.75,,,N1,Tiếng Anh
417,64000419,5.2,6.75,5.5,6.25,6.25,,,,4.8,N1,Tiếng Anh
418,64000420,3.6,7.25,,,,4.75,5.25,6.75,2.6,N1,Tiếng Anh
419,64000421,4.6,,,,,3.75,3.25,4.25,4.2,N1,Tiếng Anh
420,64000422,8.4,7.25,7.25,7.25,5.75,,,,3.2,N1,Tiếng Anh
421,64000423,,,,,,4.5,4.5,6.25,7.4,N1,Tiếng Anh
422,64000424,7.6,,7.75,7.5,,,,,6.4,N1,Tiếng Anh
423,64000425,,6.5,,,,5.5,5.25,7.5,3.4,N1,Tiếng Anh
424,64000426,5.2,,,,,,,,1.4,N1,Tiếng Anh
425,64000427,5.8,6.75,,,,3.25,4.5,7.25,,N1,Tiếng Anh
426,64000428,7.4,,6.25,7.5,6.5,,,,6.8,N1,Tiếng Anh
427,64000429,7.2,6.5,,7.75,6.5,,,,6.4,N1,Tiếng Anh
428,64000430,7.4,7.5,,,,,6.5,9.5,6.4,N1,Tiếng Anh
429,64000431,6.2,6.25,7.5,,5.75,,,,6.6,N1,Tiếng Anh
430,64000432,,5.75,,,,,5.5,7.5,4.4,N1,Tiếng Anh
431,64000433,7.4,,,6.75,,,,,,N1,Tiếng Anh
432,64000434,5.8,,,,,5.75,4.5,7.5,,N1,Tiếng Anh
433,64000435,4.2,,,,,3.75,5.75,6.75,3.2,N1,Tiếng Anh
434,64000436,6.2,6.75,,,,5.75,4.75,,3.4,N1,Tiếng Anh
435,64000437,5.4,6.5,,,,6.25,5.75,9.5,4.4,N1,Tiếng Anh
436,64000438,4.6,6.5,,,,7.25,5.25,7.25,2.8,N1,Tiếng Anh
437,64000439,4.2,,,,,6.5,5.75,8.25,3.4,N1,Tiếng Anh
438,64000440,5.8,6.75,4.75,6.5,6.75,,,,4.4,N1,Tiếng Anh
439,64000441,5.8,,,,,,6.75,6.75,4.2,N1,Tiếng Anh
440,64000442,8.8,,7.75,8.5,8.75,,,,5.8,N1,Tiếng Anh
441,64000443,5.2,7.75,,,,6.5,5.25,,3.8,N1,Tiếng Anh
442,64000444,6.8,7.25,,,,6.75,,9.25,4.8,N1,Tiếng Anh
443,64000445,2.6,5.75,,,,3.5,4.75,,3.4,N1,Tiếng Anh
444,64000446,5.8,,,,,,5.5,6.25,5.2,N1,Tiếng Anh
445,64000447,4.4,6.75,,,,5.5,6.25,7.25,2.8,N1,Tiếng Anh
446,64000448,5.4,7.75,,,,6.75,7.25,9.25,6.8,N1,Tiếng Anh
447,64000449,6.4,7.75,,,,6.75,5.75,8.75,4.8,N1,Tiếng Anh
448,64000450,6.6,6.5,,,,5.75,5.5,7.25,4.6,N1,Tiếng Anh
449,64000451,,8.25,7.25,8.25,8.75,,,,5.6,N1,Tiếng Anh
450,64000452,7.4,,7.5,7.25,6.5,,,,5.4,N1,Tiếng Anh
451,64000453,3.2,7.5,,,,7.5,,8.25,4.6,N1,Tiếng Anh
452,64000454,5.4,6.25,,,,,6.5,,2.8,N1,Tiếng Anh
453,64000455,5.8,,,,,8.25,,,5.6,N1,Tiếng Anh
454,64000456,6.4,6.25,7.25,8.25,,,,,6.4,N1,Tiếng Anh
455,64000457,7.8,,7.75,,6.75,,,,8.6,N1,Tiếng Anh
456,64000458,8.6,,8.5,,7.5,,,,3.6,N1,Tiếng Anh
457,64000459,6.8,,,,,,6.25,8.5,6.2,N1,Tiếng Anh
458,64000460,6.4,,,,,,6.75,,8.4,N1,Tiếng Anh
459,64000461,6.2,7.25,,,,6.5,,8.25,5.8,N1,Tiếng Anh
460,64000462,6.8,,,,,6.25,6.25,9.5,4.6,N1,Tiếng Anh
461,64000463,4.2,7.75,,,,7.25,5.75,,1.8,N1,Tiếng Anh
462,64000464,6.6,7.25,6.25,7.75,,,,,3.4,N1,Tiếng Anh
463,64000465,2.2,3.5,,,,3.75,5.25,8.25,3.4,N1,Tiếng Anh
464,64000466,6.4,5.75,,,,6.25,,7.25,4.4,N1,Tiếng Anh
465,64000467,6.4,7.25,,,,5.75,5.25,7.75,3.6,N1,Tiếng Anh
466,64000468,5.6,7.25,7.25,7.5,5.75,,,,3.2,N1,Tiếng Anh
467,64000469,4.6,7.25,,,,5.75,6.25,7.75,5.4,N1,Tiếng Anh
468,64000470,5.8,7.5,6.5,6.25,5.75,,,,4.6,N1,Tiếng Anh
469,64000471,5.4,6.5,,,,,5.75,7.75,3.8,N1,Tiếng Anh
470,64000472,6.2,6.75,,,,6.75,4.75,,3.8,N1,Tiếng Anh
471,64000473,6.4,5.5,,,,,6.25,8.25,3.2,N1,Tiếng Anh
472,64000474,,,,,,,,8.75,5.6,N1,Tiếng Anh
473,64000475,5.8,,4.75,6.75,4.5,,,,3.8,N1,Tiếng Anh
474,64000476,7.6,7.5,,,,7.5,6.25,10.0,6.8,N1,Tiếng Anh
475,64000477,5.4,8.5,,,,7.5,,8.5,5.2,N1,Tiếng Anh
476,64000478,4.8,,,,,6.25,,8.5,,N1,Tiếng Anh
477,64000479,5.6,7.75,,,,9.5,7.5,9.25,,N1,Tiếng Anh
478,64000480,7.6,7.25,,,,7.5,,7.25,2.4,N1,Tiếng Anh
479,64000481,5.8,7.25,,,,6.75,,8.5,,N1,Tiếng Anh
480,64000482,,,,,,5.5,,7.75,3.4,N1,Tiếng Anh
481,64000483,5.8,6.75,,,,5.5,5.25,8.25,2.6,N1,Tiếng Anh
482,64000484,1.8,5.75,,,,5.25,5.25,6.75,2.8,N1,Tiếng Anh
483,64000485,,,,,,,5.5,7.75,2.8,N1,Tiếng Anh
484,64000486,,6.75,5.5,7.25,6.5,,,,4.4,N1,Tiếng Anh
485,64000487,,,,,,4.25,3.75,7.25,2.2,N1,Tiếng Anh
486,64000488,4.2,,,,,4.75,3.75,6.25,,N1,Tiếng Anh
487,64000489,7.8,6.75,,8.75,6.5,,,,7.8,N1,Tiếng Anh
488,64000490,,,,,,,5.25,9.5,3.2,N1,Tiếng Anh
489,64000491,4.8,,,,,,6.25,8.5,4.2,N1,Tiếng Anh
490,64000492,7.8,,,,,7.5,6.25,9.75,5.8,N1,Tiếng Anh
491,64000493,7.4,6.75,7.75,,5.25,,,,3.8,N1,Tiếng Anh
492,64000494,,6.25,,,,6.75,6.5,9.75,2.6,N1,Tiếng Anh
493,64000495,,,,,,3.5,6.5,6.75,1.8,N1,Tiếng Anh
494,64000496,7.2,7.5,,,5.75,,,,6.8,N1,Tiếng Anh
495,64000497,5.6,6.25,5.5,6.5,5.5,,,,3.6,N1,Tiếng Anh
496,64000498,5.8,,,,,3.75,4.75,6.75,2.2,N1,Tiếng Anh
497,64000499,5.6,7.75,6.5,,7.25,,,,5.8,N1,Tiếng Anh
498,64000500,4.6,6.25,,,,4.25,4.75,,,N1,Tiếng Anh
499,64000501,,6.5,,,,,5.5,8.75,2.8,N1,Tiếng Anh
500,64000502,,6.25,,,,5.5,6.25,8.75,,N1,Tiếng Anh
501,64000503,,7.75,6.75,7.5,,,,,4.6,N1,Tiếng Anh
502,64000504,8.2,,7.25,,7.25,,,,5.4,N1,Tiếng Anh
503,64000505,,7.5,,,,6.75,7.25,9.75,4.8,N1,Tiếng Anh
504,64000506,6.8,,6.75,6.75,7.5,,,,6.8,N1,Tiếng Anh
505,64000507,4.8,8.25,,,,6.5,6.25,8.75,5.2,N1,Tiếng Anh
506,64000508,7.8,7.5,8.5,8.5,4.25,,,,3.8,N1,Tiếng Anh
507,64000509,2.2,4.75,,,,4.5,5.5,,4.8,N1,Tiếng Anh
508,64000510,6.8,,7.5,,,,,,,N1,Tiếng Anh
509,64000511,3.6,6.25,,,,3.75,4.75,5.75,,N1,Tiếng Anh
510,64000512,6.6,6.75,,5.5,5.5,,,,2.6,N1,Tiếng Anh
511,64000513,3.8,5.5,,,,5.25,,6.25,3.8,N1,Tiếng Anh
512,64000514,,,,,,5.25,5.75,7.25,1.8,N1,Tiếng Anh
513,64000515,8.4,6.5,,8.25,6.25,,,,8.2,N1,Tiếng Anh
514,64000516,,,5.75,8.5,6.5,,,,7.2,N1,Tiếng Anh
515,64000517,4.6,5.5,,,,5.25,5.25,6.75,2.8,N1,Tiếng Anh
516,64000518,,6.75,,,,6.25,5.75,,4.2,N1,Tiếng Anh
517,64000519,5.8,6.75,,,,4.5,6.5,8.75,,N1,Tiếng Anh
518,64000520,,,,,,8.5,,,4.8,N1,Tiếng Anh
519,64000521,5.6,6.75,,,,5.75,6.25,,5.6,N1,Tiếng Anh
520,64000522,,7.5,,,4.25,,,,4.6,N1,Tiếng Anh
521,64000523,6.4,,5.5,,7.5,,,,,N1,Tiếng Anh
522,64000524,5.2,,4.75,,5.5,,,,3.2,N1,Tiếng Anh
523,64000525,7.2,4.5,7.25,4.75,6.25,,,,9.4,N1,Tiếng Anh
524,64000526,3.8,6.25,,,,5.75,3.5,8.25,2.4,N1,Tiếng Anh
525,64000527,,8.5,,,,5.75,5.25,9.5,6.6,N1,Tiếng Anh
526,64000528,5.4,6.75,,,,4.75,4.75,7.75,,N1,Tiếng Anh
527,64000529,5.4,6.5,,,,4.25,3.5,7.25,2.6,N1,Tiếng Anh
528,64000530,5.6,,,,,,,8.75,4.8,N1,Tiếng Anh
529,64000531,7.4,7.25,,,,,5.5,8.25,3.6,N1,Tiếng Anh
530,64000532,6.8,,,,,,,9.25,4.2,N1,Tiếng Anh
531,64000533,4.8,,,,,5.25,3.5,,2.6,N1,Tiếng Anh
532,64000534,8.2,6.5,,7.25,7.5,,,,3.2,N1,Tiếng Anh
533,64000535,6.8,,6.75,7.5,,,,,4.2,N1,Tiếng Anh
534,64000536,5.6,6.75,,,,,6.25,8.75,4.6,N1,Tiếng Anh
535,64000537,3.8,6.25,,,,5.5,6.25,8.25,3.8,N1,Tiếng Anh
536,64000538,8.6,,6.5,8.5,8.5,,,,6.8,N1,Tiếng Anh
537,64000539,5.8,7.75,,,,6.75,,9.25,2.8,N1,Tiếng Anh
538,64000540,3.6,5.5,,,,6.5,,8.25,3.2,N1,Tiếng Anh
539,64000541,2.6,5.25,,,,5.5,4.25,6.75,3.2,N1,Tiếng Anh
540,64000542,7.8,6.25,7.5,7.25,4.5,,,,3.4,N1,Tiếng Anh
541,64000543,4.8,6.25,6.25,4.25,5.75,,,,2.6,N1,Tiếng Anh
542,64000544,6.6,6.25,,,,6.75,6.75,7.75,2.8,N1,Tiếng Anh
543,64000545,5.6,,,,,5.5,,7.25,,N1,Tiếng Anh
544,64000546,6.4,6.5,,,,6.25,6.25,7.5,3.6,N1,Tiếng Anh
545,64000547,7.4,6.75,,,,6.75,6.5,8.5,,N1,Tiếng Anh
546,64000548,6.6,6.75,6.5,6.25,5.75,,,,3.6,N1,Tiếng Anh
547,64000549,,6.5,,,,7.25,,,9.2,N1,Tiếng Anh
548,64000550,5.8,,,,,,5.5,,,N1,Tiếng Anh
549,64000551,5.2,6.5,,,,5.25,,8.25,4.6,N1,Tiếng Anh
550,64000552,,6.25,,,,4.5,,,,N1,Tiếng Anh
551,64000553,4.8,7.5,,,,6.75,4.5,7.25,3.2,N1,Tiếng Anh
552,64000554,6.2,6.25,,,,7.75,,9.5,3.6,N1,Tiếng Anh
553,64000555,,6.25,4.5,6.75,6.5,,,,5.6,N1,Tiếng Anh
554,64000556,,,,,,,,8.75,4.2,N1,Tiếng Anh
555,64000557,6.8,6.75,6.25,7.5,6.25,,,,,N1,Tiếng Anh
556,64000558,6.8,7.75,,,,8.75,7.25,9.5,6.4,N1,Tiếng Anh
557,64000559,,8.25,,,,6.75,,9.25,5.6,N1,Tiếng Anh
558,64000560,2.4,,,,,4.25,5.5,8.5,3.4,N1,Tiếng Anh
559,64000562,7.4,5.75,5.75,6.75,7.25,,,,5.8,N1,Tiếng Anh
560,64000563,6.8,7.75,6.75,,6.75,,,,5.8,N1,Tiếng Anh
561,64000564,,5.5,,6.25,5.75,,,,3.6,N1,Tiếng Anh
562,64000565,3.6,6.5,,,,6.5,,,,N1,Tiếng Anh
563,64000566,3.4,5.75,,4.25,3.75,,,,3.8,N1,Tiếng Anh
564,64000567,3.4,6.25,,,,5.25,6.25,6.75,2.8,N1,Tiếng Anh
565,64000568,,7.5,,,,8.25,,9.25,,N1,Tiếng Anh
566,64000569,4.8,,3.75,5.5,4.75,,,,2.8,N1,Tiếng Anh
567,64000570,,7.25,,,,6.25,5.25,7.25,4.6,N1,Tiếng Anh
568,64000571,6.8,,7.5,6.5,6.25,,,,3.8,N1,Tiếng Anh
569,64000572,5.4,6.75,6.25,5.5,6.5,,,,4.8,N1,Tiếng Anh
570,64000573,,8.25,,,,,,8.75,4.8,N1,Tiếng Anh
571,64000574,,7.75,,6.25,7.5,,,,5.8,N1,Tiếng Anh
572,64000575,,4.25,,,,4.25,4.5,,,,
573,64000576,5.8,7.5,,,,5.75,6.5,,5.2,N1,Tiếng Anh
574,64000577,6.8,,4.5,,4.75,,,,4.6,N1,Tiếng Anh
575,64000578,4.8,5.75,,,,7.75,,8.75,3.6,N1,Tiếng Anh
576,64000579,5.4,6.5,,,,,6.25,,,,
577,64000580,,6.25,8.25,,7.25,,,,7.8,N1,Tiếng Anh
578,64000581,8.2,,8.75,7.5,6.5,,,,6.2,N1,Tiếng Anh
579,64000582,8.6,,7.25,8.25,7.75,,,,5.4,N1,Tiếng Anh
580,64000583,2.6,4.5,,,,4.75,4.5,7.75,2.6,N1,Tiếng Anh
581,64000584,4.8,6.5,,,,4.5,,,4.2,N1,Tiếng Anh
582,64000585,,,2.5,2.5,3.25,,,,,,
583,64000586,,,,,,4.5,4.75,,,N1,Tiếng Anh
584,64000587,7.4,7.5,6.25,7.5,7.5,,,,,N1,Tiếng Anh
585,64000588,4.8,,,,,4.5,6.25,,3.6,N1,Tiếng Anh
586,64000589,,,,,,4.75,5.5,,,,
587,64000590,3.2,5.5,3.5,2.5,4.25,,,,3.2,N1,Tiếng Anh
588,64000591,4.8,6.25,,,,6.25,4.5,8.75,,N1,Tiếng Anh
589,64000592,6.4,6.75,,,,5.75,6.75,9.25,,N1,Tiếng Anh
590,64000593,,,5.25,7.5,,,,,4.4,N1,Tiếng Anh
591,64000594,4.8,7.25,,,,,,7.5,3.2,N1,Tiếng Anh
592,64000595,6.2,6.75,,,,,6.5,10.0,3.8,N1,Tiếng Anh
593,64000596,,6.25,,,,4.5,5.75,9.5,,N1,Tiếng Anh
594,64000597,5.4,6.5,,,,,6.75,8.25,,N1,Tiếng Anh
595,64000598,,,,,,4.25,5.25,8.5,3.2,N1,Tiếng Anh
596,64000599,,6.5,,,,,4.75,6.75,3.2,N1,Tiếng Anh
597,64000600,,6.25,,,,5.5,7.25,8.25,4.6,N1,Tiếng Anh
598,64000601,5.2,4.25,,,,6.5,7.75,,,,
599,64000602,,6.75,,,,,7.25,8.5,2.4,N1,Tiếng Anh
600,64000603,,,,,4.75,,,,,N1,Tiếng Anh
601,64000604,6.4,8.75,,,,8.5,,9.75,,N1,Tiếng Anh
602,64000605,,6.5,,,,4.5,5.75,,2.6,N1,Tiếng Anh
603,64000606,5.6,,,,,4.5,4.75,8.25,3.6,N1,Tiếng Anh
604,64000607,5.4,5.75,,,,8.25,,,2.6,N1,Tiếng Anh
605,64000608,4.4,6.75,,,,,5.5,7.25,3.8,N1,Tiếng Anh
606,64000609,4.6,,,,,5.25,6.5,8.75,3.4,N1,Tiếng Anh
607,64000610,4.6,7.5,,,,5.75,,,2.8,N1,Tiếng Anh
608,64000611,7.2,,,7.25,7.5,,,,4.2,N1,Tiếng Anh
609,64000612,4.8,5.75,,,,4.5,6.25,,3.6,N1,Tiếng Anh
610,64000613,,6.25,5.75,,5.75,,,,2.8,N1,Tiếng Anh
611,64000614,6.8,,,,,5.75,7.75,,,N1,Tiếng Anh
612,64000615,5.8,7.5,,,,5.5,,8.75,4.2,N1,Tiếng Anh
613,64000616,2.6,5.5,,,,3.25,4.75,8.25,2.2,N1,Tiếng Anh
614,64000617,,,,,,,,,,N1,Tiếng Anh
615,64000618,4.6,5.5,,,,4.25,,6.75,4.6,N1,Tiếng Anh
616,64000619,,,,,,,7.25,,,,
617,64000620,5.2,5.25,,,,3.5,,,,,
618,64000621,4.6,5.25,,,,3.75,4.25,7.5,2.8,N1,Tiếng Anh
619,64000622,,,,,,8.5,7.5,9.5,7.2,N1,Tiếng Anh
620,64000623,6.8,6.5,,,,8.5,7.75,9.5,4.6,N1,Tiếng Anh
621,64000624,,,,,,9.5,8.25,9.75,5.4,N1,Tiếng Anh
622,64000625,7.2,,6.5,,8.25,,,,,N1,Tiếng Anh
623,64000626,,,,,,5.75,4.75,,,,
624,64000627,4.8,6.75,,,,7.75,,9.25,5.6,N1,Tiếng Anh
625,64000628,2.6,6.5,,,,,4.5,7.5,1.2,N1,Tiếng Anh
626,64000629,,,,,,7.5,7.25,9.5,2.8,N1,Tiếng Anh
627,64000630,4.8,7.25,,,,,6.75,8.75,3.2,N1,Tiếng Anh
628,64000631,,,5.5,6.5,,,,,,N1,Tiếng Anh
629,64000632,5.4,,,,,5.75,,7.75,5.2,N1,Tiếng Anh
630,64000633,7.2,8.75,,,,,5.25,9.75,8.6,N1,Tiếng Anh
631,64000634,6.8,6.5,3.25,5.25,5.75,,,,3.8,N1,Tiếng Anh
632,64000635,5.8,,,6.5,6.75,,,,,N1,Tiếng Anh
633,64000636,,,,,,6.75,7.25,9.25,3.6,N1,Tiếng Anh
634,64000637,6.8,,,,,,,,3.4,N1,Tiếng Anh
635,64000638,7.6,,,6.5,7.25,,,,,N1,Tiếng Anh
636,64000639,,6.25,,,,7.75,7.25,,3.6,N1,Tiếng Anh
637,64000640,,,,,,,7.25,9.25,8.2,N1,Tiếng Anh
638,64000641,6.8,,,,,7.75,6.75,9.5,5.6,N1,Tiếng Anh
639,64000642,3.6,,,,,,4.25,,,N1,Tiếng Anh
640,64000643,7.6,6.75,7.5,8.25,,,,,5.6,N1,Tiếng Anh
641,64000644,,,,,,9.5,8.75,,,,
642,64000645,5.2,,,,,,5.25,7.25,4.8,N1,Tiếng Anh
643,64000646,,6.5,,,,6.75,6.25,9.5,6.2,N1,Tiếng Anh
644,64000647,,6.5,,7.5,,,,,6.6,N1,Tiếng Anh
645,64000648,,6.75,,,,6.5,6.75,,3.2,N1,Tiếng Anh
646,64000649,4.8,4.5,,,,5.5,5.75,7.75,4.2,N1,Tiếng Anh
647,64000650,4.4,6.25,,,,5.5,5.5,8.5,6.6,N1,Tiếng Anh
648,64000651,4.6,,,,,5.5,6.75,8.75,3.6,N1,Tiếng Anh
649,64000652,8.2,,7.25,,5.5,,,,3.6,N1,Tiếng Anh
650,64000653,3.8,,3.5,5.25,4.5,,,,3.4,N1,Tiếng Anh
651,64000654,6.2,6.25,6.75,4.75,,,,,,N1,Tiếng Anh
652,64000655,4.4,,,,,6.25,7.25,,,,
653,64000656,5.6,8.25,,,,,5.25,7.5,4.8,N1,Tiếng Anh
654,64000657,3.2,,,,,5.5,,8.5,2.2,N1,Tiếng Anh
655,64000658,,6.75,,,,7.25,5.75,9.25,3.4,N1,Tiếng Anh
656,64000659,7.8,7.5,,6.75,6.75,,,,4.6,N1,Tiếng Anh
657,64000660,,,,,,4.5,5.75,,,,
658,64000661,,7.25,7.5,8.25,7.25,,,,6.6,N1,Tiếng Anh
659,64000662,3.4,5.5,,,,4.75,5.25,,2.8,N1,Tiếng Anh
660,64000663,7.4,7.5,,,,7.25,5.75,8.25,5.2,N1,Tiếng Anh
661,64000664,6.6,7.75,4.75,7.5,,,,,5.4,N1,Tiếng Anh
662,64000665,6.4,6.75,,7.5,7.75,,,,6.8,N1,Tiếng Anh
663,64000666,6.2,6.75,,,,5.5,5.25,,3.8,N1,Tiếng Anh
664,64000667,,5.5,5.5,6.75,6.5,,,,5.6,N1,Tiếng Anh
665,64000668,6.4,6.75,,,,5.75,6.75,7.5,,N1,Tiếng Anh
666,64000669,2.8,,,,,7.25,,,,,
667,64000670,7.2,6.25,,,,6.5,,7.75,4.2,N1,Tiếng Anh
668,64000671,,5.75,3.5,5.25,3.5,,,,2.8,N1,Tiếng Anh
669,64000672,4.6,5.75,,,,5.25,5.25,6.75,3.6,N1,Tiếng Anh
670,64000673,5.6,6.25,,,,4.5,6.5,7.75,2.4,N1,Tiếng Anh
671,64000674,5.8,7.25,7.5,5.5,4.75,,,,4.2,N1,Tiếng Anh
672,64000675,6.6,7.5,,,,8.75,,9.25,5.6,N1,Tiếng Anh
673,64000676,,7.25,5.75,6.25,6.25,,,,4.8,N1,Tiếng Anh
674,64000677,4.4,6.5,,,,7.25,,,2.2,N1,Tiếng Anh
675,64000678,7.4,7.25,7.25,8.5,6.75,,,,4.2,N1,Tiếng Anh
676,64000679,6.6,7.75,,,,7.5,8.5,,9.2,N1,Tiếng Anh
677,64000680,,6.75,5.75,5.75,7.25,,,,3.6,N1,Tiếng Anh
678,64000681,3.6,7.5,,,,,,10.0,4.2,N1,Tiếng Anh
679,64000682,6.2,,,,,8.75,6.75,9.5,4.2,N1,Tiếng Anh
680,64000683,5.6,6.5,,,,,4.75,8.75,2.8,N1,Tiếng Anh
681,64000684,5.2,6.5,,,,4.75,,7.5,3.8,N1,Tiếng Anh
682,64000685,5.4,8.75,4.25,,6.75,,,,,N1,Tiếng Anh
683,64000686,6.6,,,,,7.75,7.5,,5.2,N1,Tiếng Anh
684,64000687,,5.5,,,,7.25,6.75,8.5,3.6,N1,Tiếng Anh
685,64000688,7.6,8.25,7.5,7.75,6.5,,,,7.4,N1,Tiếng Anh
686,64000689,4.8,8.75,,,,7.5,7.75,8.75,4.2,N1,Tiếng Anh
687,64000690,6.2,,6.75,8.25,7.75,,,,5.8,N1,Tiếng Anh
688,64000691,4.2,,,,,5.25,5.5,7.75,3.8,N1,Tiếng Anh
689,64000692,3.2,4.75,,,,5.75,5.25,7.75,3.8,N1,Tiếng Anh
690,64000693,6.6,6.75,,,,7.75,,10.0,4.6,N1,Tiếng Anh
691,64000694,5.8,,,,,7.5,,9.75,3.6,N1,Tiếng Anh
692,64000695,6.6,7.25,5.75,6.5,7.5,,,,4.6,N1,Tiếng Anh
693,64000696,6.6,7.5,,,6.75,,,,,N1,Tiếng Anh
694,64000697,7.2,7.25,7.25,7.5,,,,,4.4,N1,Tiếng Anh
695,64000698,2.4,,,,,5.75,,,2.4,N1,Tiếng Anh
696,64000699,3.8,,,,,7.5,7.5,9.5,4.2,N1,Tiếng Anh
697,64000700,4.6,7.5,4.5,,4.25,,,,3.4,N1,Tiếng Anh
698,64000701,2.6,,,,,5.5,6.5,8.5,4.6,N1,Tiếng Anh
699,64000702,7.2,6.75,,8.25,7.5,,,,6.2,N1,Tiếng Anh
700,64000703,7.6,8.25,,,,,9.25,9.75,,N1,Tiếng Anh
701,64000704,6.8,,6.25,6.25,7.25,,,,7.6,N1,Tiếng Anh
702,64000705,5.8,7.5,,,,4.75,6.75,8.5,4.8,N1,Tiếng Anh
703,64000706,4.4,7.5,,,,5.75,4.75,,4.8,N1,Tiếng Anh
704,64000707,,5.5,,,,,5.75,,,,
705,64000708,,5.75,,,7.25,,,,2.4,N1,Tiếng Anh
